Credito,DiffPct,DiffPts,Estrategia,Expiracion,Hora,Lado,Moneyness,P/L,Simbolo,Strikes,precio_actual,score_30min,strikes_GEX,strikes_OI,strikes_Volumen,tendencia_30min,tendencia_corta,total_neg,total_pos,Movimiento_Esperado,Punto_Gravedad,Gamma_Flip,Date
370.0,-0.02,-1.48,VERTICAL,02/05/2025,15:00:43,PUT,OTM,370.0,SPX,6060/6055,6051.07,0.08,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,7.85,6046.26,6035.0,2025-02-05
375.0,-0.02,-1.48,VERTICAL,02/05/2025,15:05:47,PUT,OTM,375.0,SPX,6060/6055,6051.14,0.08,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,7.69,6046.5,6035.0,2025-02-05
345.0,-0.02,-1.48,VERTICAL,02/05/2025,15:10:43,PUT,OTM,345.0,SPX,6060/6055,6052.96,0.09,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,7.48,6046.71,6035.0,2025-02-05
310.0,-0.02,-1.48,VERTICAL,02/05/2025,15:15:44,PUT,OTM,310.0,SPX,6060/6055,6054.43,0.09,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,7.04,6046.96,6035.0,2025-02-05
355.0,0.06,3.52,VERTICAL,02/05/2025,15:20:44,PUT,ITM P,3.0,SPX,6065/6060,6057.48,0.09,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,7.64,6047.32,6040.0,2025-02-05
355.0,0.06,3.52,VERTICAL,02/05/2025,15:25:45,PUT,ITM P,3.0,SPX,6065/6060,6058.47,0.1,"[6060.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,7.11,6047.78,6040.0,2025-02-05
135.0,-0.39,-23.52,VERTICAL,02/06/2025,10:05:44,PUT,OTM,135.0,SPX,6060/6055,6070.2,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6080.0]",UP,FLAT,62,52,24.55,6078.55,6055.0,2025-02-06
140.0,-0.3,-18.52,VERTICAL,02/06/2025,10:10:48,PUT,OTM,140.0,SPX,6065/6060,6074.44,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6080.0]",UP,FLAT,77,53,22.82,6078.45,6055.0,2025-02-06
150.0,-0.22,-13.52,VERTICAL,02/06/2025,10:15:45,PUT,OTM,150.0,SPX,6070/6065,6078.51,0.05,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6100.0, 6080.0]",UP,FLAT,79,70,21.65,6078.99,6060.0,2025-02-06
135.0,-0.3,-18.52,VERTICAL,02/06/2025,10:20:40,PUT,OTM,135.0,SPX,6065/6060,6075.25,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6100.0, 6080.0]",UP,FLAT,79,90,21.76,6079.39,6060.0,2025-02-06
140.0,-0.39,-23.52,VERTICAL,02/06/2025,10:25:46,PUT,OTM,140.0,SPX,6060/6055,6070.09,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6080.0]",UP,FLAT,83,104,22.32,6079.29,6055.0,2025-02-06
120.0,-0.47,-28.52,VERTICAL,02/06/2025,10:30:50,PUT,OTM,120.0,SPX,6055/6050,6068.75,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6080.0]",UP,FLAT,103,104,23.15,6078.73,6050.0,2025-02-06
135.0,-0.39,-23.52,VERTICAL,02/06/2025,10:35:43,PUT,OTM,135.0,SPX,6060/6055,6070.14,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6080.0]",UP,FLAT,123,104,22.54,6078.21,6055.0,2025-02-06
110.0,-0.47,-28.52,VERTICAL,02/06/2025,10:40:48,PUT,OTM,110.0,SPX,6055/6050,6069.56,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6075.0]",UP,FLAT,124,107,23.04,6078.0,6050.0,2025-02-06
125.0,-0.47,-28.52,VERTICAL,02/06/2025,10:45:40,PUT,OTM,125.0,SPX,6055/6050,6066.51,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6075.0]",UP,FLAT,137,95,23.32,6077.48,6050.0,2025-02-06
135.0,-0.47,-28.52,VERTICAL,02/06/2025,10:50:42,PUT,OTM,135.0,SPX,6055/6050,6065.52,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6075.0]",UP,FLAT,154,74,22.65,6076.59,6050.0,2025-02-06
125.0,-0.47,-28.52,VERTICAL,02/06/2025,10:55:46,PUT,OTM,125.0,SPX,6055/6050,6066.79,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6075.0]",UP,FLAT,170,58,22.15,6076.07,6050.0,2025-02-06
125.0,-0.47,-28.52,VERTICAL,02/06/2025,11:00:49,PUT,OTM,125.0,SPX,6055/6050,6066.16,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6075.0]",UP,FLAT,174,58,22.04,6075.59,6050.0,2025-02-06
145.0,-0.39,-23.52,VERTICAL,02/06/2025,11:05:42,PUT,OTM,145.0,SPX,6060/6055,6067.61,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,174,58,21.05,6075.28,6050.0,2025-02-06
135.0,-0.3,-18.52,VERTICAL,02/06/2025,11:10:44,PUT,OTM,135.0,SPX,6065/6060,6073.31,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,179,57,19.53,6075.15,6055.0,2025-02-06
160.0,-0.22,-13.52,VERTICAL,02/06/2025,11:15:50,PUT,OTM,160.0,SPX,6070/6065,6074.81,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,185,49,19.37,6075.32,6055.0,2025-02-06
155.0,-0.22,-13.52,VERTICAL,02/06/2025,11:20:41,PUT,OTM,155.0,SPX,6070/6065,6075.41,0.04,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6100.0, 6070.0]",UP,FLAT,190,40,19.01,6075.58,6060.0,2025-02-06
145.0,-0.22,-13.52,VERTICAL,02/06/2025,11:25:43,PUT,OTM,145.0,SPX,6070/6065,6076.38,0.04,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6100.0, 6070.0]",UP,FLAT,191,45,18.74,6075.8,6060.0,2025-02-06
140.0,-0.3,-18.52,VERTICAL,02/06/2025,11:30:49,PUT,OTM,140.0,SPX,6065/6060,6072.89,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,176,60,18.74,6075.94,6055.0,2025-02-06
130.0,-0.3,-18.52,VERTICAL,02/06/2025,11:35:43,PUT,OTM,130.0,SPX,6065/6060,6074.3,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,162,67,18.43,6075.98,6055.0,2025-02-06
155.0,-0.3,-18.52,VERTICAL,02/06/2025,11:40:47,PUT,OTM,155.0,SPX,6065/6060,6071.5,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,167,62,19.11,6075.89,6055.0,2025-02-06
140.0,-0.39,-23.52,VERTICAL,02/06/2025,11:45:40,PUT,OTM,140.0,SPX,6060/6055,6067.86,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,164,62,19.42,6075.75,6050.0,2025-02-06
140.0,-0.3,-18.52,VERTICAL,02/06/2025,11:50:47,PUT,OTM,140.0,SPX,6065/6060,6072.35,0.04,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,158,62,18.38,6075.62,6055.0,2025-02-06
165.0,-0.22,-13.52,VERTICAL,02/06/2025,11:55:41,PUT,OTM,165.0,SPX,6070/6065,6074.38,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,154,65,17.54,6075.66,6055.0,2025-02-06
130.0,-0.39,-23.52,VERTICAL,02/06/2025,12:00:47,PUT,OTM,130.0,SPX,6060/6055,6067.84,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,143,67,18.48,6075.6,6050.0,2025-02-06
165.0,-0.3,-18.52,VERTICAL,02/06/2025,12:05:45,PUT,OTM,165.0,SPX,6065/6060,6069.55,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,140,67,17.96,6075.49,6050.0,2025-02-06
160.0,-0.3,-18.52,VERTICAL,02/06/2025,12:10:27,PUT,OTM,160.0,SPX,6065/6060,6070.05,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,140,67,17.64,6075.4,6055.0,2025-02-06
140.0,-0.39,-23.52,VERTICAL,02/06/2025,12:15:40,PUT,OTM,140.0,SPX,6060/6055,6067.95,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,149,55,17.9,6075.26,6050.0,2025-02-06
160.0,-0.22,-13.52,VERTICAL,02/06/2025,12:20:42,PUT,OTM,160.0,SPX,6070/6065,6074.34,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,158,43,16.64,6075.22,6055.0,2025-02-06
155.0,-0.22,-13.52,VERTICAL,02/06/2025,12:25:47,PUT,OTM,155.0,SPX,6070/6065,6074.55,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,154,39,16.22,6075.34,6055.0,2025-02-06
150.0,-0.3,-18.52,VERTICAL,02/06/2025,12:30:42,PUT,OTM,150.0,SPX,6065/6060,6070.27,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,153,24,16.96,6075.34,6055.0,2025-02-06
175.0,-0.22,-13.52,VERTICAL,02/06/2025,12:35:50,PUT,OTM,175.0,SPX,6070/6065,6072.0,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,160,20,16.9,6075.26,6055.0,2025-02-06
170.0,-0.22,-13.52,VERTICAL,02/06/2025,12:40:44,PUT,OTM,170.0,SPX,6070/6065,6072.5,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,148,20,15.96,6075.27,6055.0,2025-02-06
175.0,-0.22,-13.52,VERTICAL,02/06/2025,12:45:41,PUT,OTM,175.0,SPX,6070/6065,6071.65,0.05,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,142,20,16.17,6075.26,6055.0,2025-02-06
145.0,-0.22,-13.52,VERTICAL,02/06/2025,12:50:40,PUT,OTM,145.0,SPX,6070/6065,6074.3,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6100.0, 6070.0]",UP,FLAT,132,20,14.91,6075.26,6055.0,2025-02-06
180.0,-0.14,-8.52,VERTICAL,02/06/2025,12:55:47,PUT,OTM,180.0,SPX,6075/6070,6076.3,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6100.0]",UP,FLAT,119,27,14.8,6075.36,6060.0,2025-02-06
180.0,-0.14,-8.52,VERTICAL,02/06/2025,13:00:46,PUT,OTM,180.0,SPX,6075/6070,6076.39,0.05,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6100.0]",UP,FLAT,108,41,14.44,6075.48,6060.0,2025-02-06
200.0,-0.06,-3.52,VERTICAL,02/06/2025,13:05:44,PUT,OTM,200.0,SPX,6080/6075,6078.91,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6100.0]",UP,FLAT,91,56,13.76,6075.64,6060.0,2025-02-06
165.0,-0.14,-8.52,VERTICAL,02/06/2025,13:10:45,PUT,OTM,165.0,SPX,6075/6070,6076.88,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6075.0]",UP,FLAT,73,71,14.33,6075.79,6060.0,2025-02-06
190.0,-0.14,-8.52,VERTICAL,02/06/2025,13:15:39,PUT,OTM,190.0,SPX,6075/6070,6074.91,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,FLAT,58,81,14.02,6075.84,6055.0,2025-02-06
180.0,-0.14,-8.52,VERTICAL,02/06/2025,13:20:49,PUT,OTM,180.0,SPX,6075/6070,6075.43,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6075.0]",UP,FLAT,46,94,13.49,6075.9,6060.0,2025-02-06
175.0,-0.14,-8.52,VERTICAL,02/06/2025,13:25:43,PUT,OTM,175.0,SPX,6075/6070,6075.81,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6075.0]",UP,FLAT,46,98,13.02,6075.96,6060.0,2025-02-06
180.0,-0.14,-8.52,VERTICAL,02/06/2025,13:30:41,PUT,OTM,180.0,SPX,6075/6070,6075.7,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6070.0, 6075.0]",UP,FLAT,44,109,12.5,6076.0,6060.0,2025-02-06
175.0,-0.14,-8.52,VERTICAL,02/06/2025,13:35:43,PUT,OTM,175.0,SPX,6075/6070,6075.66,0.06,"[6080.0, 6085.0]","[6200.0, 6120.0]","[6075.0, 6070.0]",UP,FLAT,26,125,12.28,6076.06,6060.0,2025-02-06
175.0,-0.22,-13.52,VERTICAL,02/06/2025,13:40:42,PUT,OTM,175.0,SPX,6070/6065,6071.05,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,29,128,12.97,6076.05,6055.0,2025-02-06
165.0,-0.22,-13.52,VERTICAL,02/06/2025,13:45:41,PUT,OTM,165.0,SPX,6070/6065,6071.6,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,32,132,12.44,6076.04,6055.0,2025-02-06
215.0,-0.14,-8.52,VERTICAL,02/06/2025,13:50:40,PUT,OTM,215.0,SPX,6075/6070,6073.32,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,33,131,11.92,6076.02,6055.0,2025-02-06
180.0,-0.22,-13.52,VERTICAL,02/06/2025,13:55:49,PUT,OTM,180.0,SPX,6070/6065,6070.44,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,43,121,12.5,6075.97,6055.0,2025-02-06
180.0,-0.22,-13.52,VERTICAL,02/06/2025,14:00:44,PUT,OTM,180.0,SPX,6070/6065,6069.97,0.06,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,56,106,12.08,6075.91,6050.0,2025-02-06
235.0,-0.14,-8.52,VERTICAL,02/06/2025,14:05:41,PUT,OTM,235.0,SPX,6075/6070,6072.13,0.07,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,67,91,11.6,6075.87,6055.0,2025-02-06
210.0,-0.14,-8.52,VERTICAL,02/06/2025,14:10:47,PUT,OTM,210.0,SPX,6075/6070,6073.44,0.07,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,76,73,10.34,6075.86,6055.0,2025-02-06
255.0,-0.14,-8.52,VERTICAL,02/06/2025,14:15:40,PUT,OTM,255.0,SPX,6075/6070,6070.42,0.07,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,81,65,10.6,6075.83,6055.0,2025-02-06
245.0,-0.14,-8.52,VERTICAL,02/06/2025,14:20:48,PUT,OTM,245.0,SPX,6075/6070,6071.33,0.07,"[6080.0, 6085.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,94,50,10.4,6075.78,6055.0,2025-02-06
210.0,-0.22,-13.52,VERTICAL,02/06/2025,14:25:41,PUT,OTM,210.0,SPX,6070/6065,6068.75,0.07,"[6080.0, 6060.0]","[6120.0, 6080.0]","[6075.0, 6070.0]",UP,FLAT,104,36,10.4,6075.71,6050.0,2025-02-06
220.0,-0.3,-18.52,VERTICAL,02/06/2025,14:30:45,PUT,OTM,220.0,SPX,6065/6060,6062.53,0.06,"[6080.0, 6060.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,FLAT,117,20,12.44,6075.54,6045.0,2025-02-06
165.0,-0.63,-38.52,VERTICAL,02/06/2025,14:35:41,PUT,OTM,165.0,SPX,6045/6040,6047.89,0.05,"[6035.0, 6030.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,FLAT,136,8,17.96,6075.12,6030.0,2025-02-06
160.0,-0.55,-33.52,VERTICAL,02/06/2025,14:40:47,PUT,OTM,160.0,SPX,6050/6045,6054.39,0.03,"[6055.0, 6050.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,DOWN,146,4,15.59,6074.69,6035.0,2025-02-06
165.0,-0.55,-33.52,VERTICAL,02/06/2025,14:45:40,PUT,OTM,165.0,SPX,6050/6045,6052.31,0.02,"[6035.0, 6050.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,DOWN,159,0,16.01,6074.26,6035.0,2025-02-06
170.0,-0.39,-23.52,VERTICAL,02/06/2025,14:50:45,PUT,OTM,170.0,SPX,6060/6055,6060.63,0.0,"[6060.0, 6055.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,DOWN,168,0,12.5,6073.89,6045.0,2025-02-06
330.0,-0.47,-28.52,VERTICAL,02/06/2025,14:55:40,CALL,ITM,-170.0,SPX,6055/6060,6060.73,-0.01,"[6060.0, 6055.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",DOWN,DOWN,177,0,11.81,6073.64,6045.0,2025-02-06
280.0,-0.47,-28.52,VERTICAL,02/06/2025,15:00:47,CALL,ITM,-220.0,SPX,6055/6060,6056.52,-0.02,"[6055.0, 6060.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",DOWN,DOWN,182,0,12.39,6073.33,6040.0,2025-02-06
295.0,-0.47,-28.52,VERTICAL,02/06/2025,15:05:41,CALL,ITM,-205.0,SPX,6055/6060,6058.07,-0.02,"[6055.0, 6060.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",DOWN,DOWN,194,0,10.66,6072.97,6040.0,2025-02-06
320.0,-0.47,-28.52,VERTICAL,02/06/2025,15:10:49,CALL,ITM,-180.0,SPX,6055/6060,6059.02,-0.02,"[6055.0, 6060.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",DOWN,DOWN,205,0,10.08,6072.71,6040.0,2025-02-06
360.0,-0.47,-28.52,VERTICAL,02/06/2025,15:15:42,CALL,ITM,-140.0,SPX,6055/6060,6061.61,-0.01,"[6060.0, 6055.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",DOWN,DOWN,215,0,9.61,6072.44,6045.0,2025-02-06
335.0,-0.39,-23.52,VERTICAL,02/06/2025,15:20:49,CALL,ITM,-165.0,SPX,6060/6065,6064.69,-0.0,"[6060.0, 6070.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",DOWN,DOWN,225,0,8.51,6072.23,6045.0,2025-02-06
255.0,-0.22,-13.52,VERTICAL,02/06/2025,15:25:41,PUT,OTM,255.0,SPX,6070/6065,6066.12,0.0,"[6060.0, 6070.0]","[6120.0, 6080.0]","[6070.0, 6075.0]",UP,DOWN,234,0,8.14,6072.05,6050.0,2025-02-06
125.0,0.32,19.01,VERTICAL,02/07/2025,10:05:47,PUT,ITM,-375.0,SPX,6045/6040,6065.3,0.04,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,43,71,34.1,6094.85,6050.0,2025-02-07
130.0,0.4,24.01,VERTICAL,02/07/2025,10:10:48,PUT,ITM,-370.0,SPX,6050/6045,6068.54,0.03,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,63,71,32.24,6091.68,6050.0,2025-02-07
120.0,0.23,14.01,VERTICAL,02/07/2025,10:15:49,PUT,ITM,-380.0,SPX,6040/6035,6063.62,0.02,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,83,71,33.57,6087.47,6045.0,2025-02-07
130.0,0.32,19.01,VERTICAL,02/07/2025,10:20:46,PUT,ITM,-370.0,SPX,6045/6040,6062.11,0.01,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,103,71,33.28,6084.17,6045.0,2025-02-07
120.0,0.4,24.01,VERTICAL,02/07/2025,10:25:45,PUT,ITM,-380.0,SPX,6050/6045,6069.56,0.0,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,123,71,30.05,6082.67,6050.0,2025-02-07
180.0,0.9,54.01,VERTICAL,02/07/2025,10:30:44,CALL,OTM,180.0,SPX,6080/6085,6066.82,-0.0,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,143,71,30.4,6081.83,6050.0,2025-02-07
185.0,0.9,54.01,VERTICAL,02/07/2025,10:35:45,CALL,OTM,185.0,SPX,6080/6085,6067.57,-0.0,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,163,71,29.19,6080.69,6050.0,2025-02-07
190.0,0.9,54.01,VERTICAL,02/07/2025,10:40:46,CALL,OTM,190.0,SPX,6080/6085,6069.53,-0.0,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,178,60,28.11,6080.22,6050.0,2025-02-07
145.0,0.4,24.01,VERTICAL,02/07/2025,10:45:43,PUT,ITM,-355.0,SPX,6050/6045,6063.73,0.0,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,194,42,29.48,6079.4,6045.0,2025-02-07
115.0,0.4,24.01,VERTICAL,02/07/2025,10:50:43,PUT,ITM,-385.0,SPX,6050/6045,6068.03,0.0,"[6100.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,FLAT,213,27,27.88,6078.7,6050.0,2025-02-07
100.0,-0.1,-5.99,VERTICAL,02/07/2025,10:55:42,PUT,OTM,100.0,SPX,6020/6015,6051.12,0.0,"[6075.0, 6100.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",UP,DOWN,226,9,35.74,6077.31,6035.0,2025-02-07
170.0,0.65,39.01,VERTICAL,02/07/2025,11:00:43,CALL,OTM,170.0,SPX,6065/6070,6046.78,-0.0,"[6075.0, 6100.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,235,0,35.27,6074.78,6030.0,2025-02-07
160.0,0.56,34.01,VERTICAL,02/07/2025,11:05:41,CALL,OTM,160.0,SPX,6060/6065,6039.72,-0.0,"[6000.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,239,0,36.51,6071.92,6020.0,2025-02-07
190.0,0.56,34.01,VERTICAL,02/07/2025,11:10:46,CALL,OTM,190.0,SPX,6060/6065,6047.45,-0.01,"[6075.0, 6100.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,239,0,34.05,6070.21,6030.0,2025-02-07
175.0,0.56,34.01,VERTICAL,02/07/2025,11:15:43,CALL,OTM,175.0,SPX,6060/6065,6044.27,-0.01,"[6075.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,239,0,33.64,6068.75,6025.0,2025-02-07
200.0,0.81,49.01,VERTICAL,02/07/2025,11:20:45,CALL,OTM,200.0,SPX,6075/6080,6061.34,-0.01,"[6075.0, 6100.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,235,0,30.57,6067.68,6045.0,2025-02-07
175.0,0.65,39.01,VERTICAL,02/07/2025,11:25:40,CALL,OTM,175.0,SPX,6065/6070,6051.63,-0.01,"[6075.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,239,0,31.03,6066.74,6035.0,2025-02-07
160.0,0.56,34.01,VERTICAL,02/07/2025,11:30:45,CALL,OTM,160.0,SPX,6060/6065,6044.56,-0.01,"[6075.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,235,0,32.71,6065.21,6025.0,2025-02-07
160.0,0.48,29.01,VERTICAL,02/07/2025,11:35:49,CALL,OTM,160.0,SPX,6055/6060,6039.52,-0.01,"[6000.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,239,0,32.83,6063.95,6020.0,2025-02-07
185.0,0.48,29.01,VERTICAL,02/07/2025,11:40:41,CALL,OTM,185.0,SPX,6055/6060,6043.32,-0.01,"[6000.0, 6075.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,239,0,31.21,6062.67,6025.0,2025-02-07
160.0,0.48,29.01,VERTICAL,02/07/2025,11:45:46,CALL,OTM,160.0,SPX,6055/6060,6039.87,-0.01,"[6000.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,235,0,31.1,6061.48,6020.0,2025-02-07
190.0,0.4,24.01,VERTICAL,02/07/2025,11:50:50,CALL,OTM,190.0,SPX,6050/6055,6039.35,-0.01,"[6000.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,235,0,29.77,6060.27,6020.0,2025-02-07
170.0,0.4,24.01,VERTICAL,02/07/2025,11:55:42,CALL,OTM,170.0,SPX,6050/6055,6036.35,-0.01,"[6000.0, 6050.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,236,0,29.89,6059.0,6020.0,2025-02-07
175.0,0.32,19.01,VERTICAL,02/07/2025,12:00:50,CALL,OTM,175.0,SPX,6045/6050,6033.16,-0.01,"[6000.0, 6040.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,236,0,29.6,6057.95,6015.0,2025-02-07
185.0,0.23,14.01,VERTICAL,02/07/2025,12:05:43,CALL,OTM,185.0,SPX,6040/6045,6027.3,-0.02,"[6000.0, 6040.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,236,0,30.47,6056.77,6010.0,2025-02-07
190.0,0.4,24.01,VERTICAL,02/07/2025,12:10:46,CALL,OTM,190.0,SPX,6050/6055,6039.81,-0.01,"[6050.0, 6000.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,28.52,6056.09,6020.0,2025-02-07
175.0,0.48,29.01,VERTICAL,02/07/2025,12:15:40,CALL,OTM,175.0,SPX,6055/6060,6044.02,-0.01,"[6050.0, 6040.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,27.66,6055.6,6025.0,2025-02-07
160.0,0.4,24.01,VERTICAL,02/07/2025,12:20:46,CALL,OTM,160.0,SPX,6050/6055,6036.51,-0.01,"[6000.0, 6040.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,28.57,6054.69,6020.0,2025-02-07
170.0,0.32,19.01,VERTICAL,02/07/2025,12:25:44,CALL,OTM,170.0,SPX,6045/6050,6032.72,-0.01,"[6000.0, 6040.0]","[6100.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,236,0,28.46,6053.86,6015.0,2025-02-07
