Credito,DiffPct_CALL,DiffPct_PUT,DiffPts_CALL,DiffPts_PUT,Estrategia,Expiracion,Hora,Moneyness_CALL,Moneyness_PUT,P/L,Simbolo,Strikes_IC,precio_actual,score_30min,strikes_GEX,strikes_OI,strikes_Volumen,tendencia_30min,tendencia_corta,total_neg,total_pos,Date,Movimiento_Esperado,Punto_Gravedad,Gamma_Flip
233.0,-0.12,0.46,-7.13,27.87,IRON CONDOR,02/04/2025,12:05:42,OTM,OTM,233.0,SPX,6010/6005-6045/6050,6035.18,-0.07,"[6040.0, 6030.0]","[5950.0, 6030.0]","[6030.0, 6060.0]",DOWN,UP,0,4,2025-02-04,,,
198.0,-0.12,0.55,-7.13,32.87,IRON CONDOR,02/04/2025,12:10:47,OTM,OTM,198.0,SPX,6005/6000-6045/6050,6033.62,-0.04,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6060.0]",DOWN,FLAT,14,10,2025-02-04,,,
220.0,-0.12,0.46,-7.13,27.87,IRON CONDOR,02/04/2025,12:15:41,OTM,OTM,220.0,SPX,6010/6005-6045/6050,6034.75,-0.02,"[6040.0, 6030.0]","[5950.0, 6030.0]","[6030.0, 6060.0]",DOWN,FLAT,23,19,2025-02-04,,,
195.0,-0.04,0.63,-2.13,37.87,IRON CONDOR,02/04/2025,12:20:43,OTM,OTM,195.0,SPX,6000/5995-6040/6045,6023.59,0.01,"[6030.0, 6040.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,41,20,2025-02-04,,,
190.0,-0.04,0.63,-2.13,37.87,IRON CONDOR,02/04/2025,12:25:47,OTM,OTM,190.0,SPX,6000/5995-6040/6045,6024.73,0.03,"[6030.0, 6040.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,61,20,2025-02-04,,,
195.0,0.05,0.72,2.87,42.87,IRON CONDOR,02/04/2025,12:30:50,ITM P,OTM,-92.0,SPX,5995/5990-6035/6040,6018.68,0.05,"[6030.0, 6035.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,81,20,2025-02-04,,,
190.0,0.05,0.72,2.87,42.87,IRON CONDOR,02/04/2025,12:35:43,ITM P,OTM,-97.0,SPX,5995/5990-6035/6040,6017.94,0.06,"[6030.0, 6035.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,101,20,2025-02-04,,,
200.0,0.05,0.63,2.87,37.87,IRON CONDOR,02/04/2025,12:40:47,ITM P,OTM,-87.0,SPX,6000/5995-6035/6040,6020.06,0.06,"[6030.0, 6035.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,121,20,2025-02-04,,,
223.0,0.05,0.55,2.87,32.87,IRON CONDOR,02/04/2025,12:45:39,ITM P,OTM,-64.0,SPX,6005/6000-6035/6040,6022.67,0.06,"[6030.0, 6040.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,141,20,2025-02-04,,,
190.0,-0.04,0.55,-2.13,32.87,IRON CONDOR,02/04/2025,12:50:44,OTM,OTM,190.0,SPX,6005/6000-6040/6045,6024.0,0.06,"[6030.0, 6035.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,161,20,2025-02-04,,,
180.0,-0.04,0.55,-2.13,32.87,IRON CONDOR,02/04/2025,12:55:49,OTM,OTM,180.0,SPX,6005/6000-6040/6045,6024.93,0.06,"[6030.0, 6040.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,178,22,2025-02-04,,,
222.0,-0.04,0.38,-2.13,22.87,IRON CONDOR,02/04/2025,13:00:45,OTM,OTM,222.0,SPX,6015/6010-6040/6045,6029.15,0.06,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,186,33,2025-02-04,,,
207.0,0.05,0.55,2.87,32.87,IRON CONDOR,02/04/2025,13:05:49,ITM P,OTM,-80.0,SPX,6005/6000-6035/6040,6021.46,0.06,"[6030.0, 6035.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,188,45,2025-02-04,,,
225.0,0.05,0.46,2.87,27.87,IRON CONDOR,02/04/2025,13:10:45,ITM P,OTM,-62.0,SPX,6010/6005-6035/6040,6023.54,0.07,"[6030.0, 6035.0]","[5950.0, 5900.0]","[6030.0, 6000.0]",UP,FLAT,194,39,2025-02-04,,,
260.0,0.05,0.38,2.87,22.87,IRON CONDOR,02/04/2025,13:15:49,ITM P,OTM,-27.0,SPX,6015/6010-6035/6040,6027.24,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,194,41,2025-02-04,,,
253.0,0.05,0.38,2.87,22.87,IRON CONDOR,02/04/2025,13:20:40,ITM P,OTM,-34.0,SPX,6015/6010-6035/6040,6026.92,0.07,"[6030.0, 6035.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,176,60,2025-02-04,,,
212.0,-0.04,0.38,-2.13,22.87,IRON CONDOR,02/04/2025,13:25:43,OTM,OTM,212.0,SPX,6015/6010-6040/6045,6031.78,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6000.0, 6030.0]",UP,FLAT,152,80,2025-02-04,,,
233.0,-0.04,0.3,-2.13,17.87,IRON CONDOR,02/04/2025,13:30:47,OTM,OTM,233.0,SPX,6020/6015-6040/6045,6031.4,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6000.0, 6030.0]",UP,FLAT,132,100,2025-02-04,,,
230.0,-0.04,0.3,-2.13,17.87,IRON CONDOR,02/04/2025,13:35:40,OTM,OTM,230.0,SPX,6020/6015-6040/6045,6031.6,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6000.0, 6030.0]",UP,FLAT,116,120,2025-02-04,,,
275.0,0.05,0.3,2.87,17.87,IRON CONDOR,02/04/2025,13:40:43,ITM P,OTM,-12.0,SPX,6020/6015-6035/6040,6029.67,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,96,139,2025-02-04,,,
268.0,0.05,0.3,2.87,17.87,IRON CONDOR,02/04/2025,13:45:47,ITM P,OTM,-19.0,SPX,6020/6015-6035/6040,6029.54,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6000.0, 6030.0]",UP,FLAT,76,156,2025-02-04,,,
268.0,0.05,0.3,2.87,17.87,IRON CONDOR,02/04/2025,13:50:50,ITM P,OTM,-19.0,SPX,6020/6015-6035/6040,6031.36,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,56,174,2025-02-04,,,
270.0,0.05,0.3,2.87,17.87,IRON CONDOR,02/04/2025,13:55:43,ITM P,OTM,-17.0,SPX,6020/6015-6035/6040,6029.86,0.08,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,35,189,2025-02-04,,,
270.0,0.13,0.38,7.87,22.87,IRON CONDOR,02/04/2025,14:00:50,ITM,OTM,-230.0,SPX,6015/6010-6030/6035,6025.85,0.07,"[6030.0, 6035.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,31,191,2025-02-04,,,
307.0,0.05,0.21,2.87,12.87,IRON CONDOR,02/04/2025,14:05:42,ITM P,OTM,20.0,SPX,6025/6020-6035/6040,6031.93,0.07,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,FLAT,27,190,2025-02-04,,,
300.0,-0.04,0.13,-2.13,7.87,IRON CONDOR,02/04/2025,14:10:47,OTM,OTM,300.0,SPX,6030/6025-6040/6045,6036.69,0.08,"[6040.0, 6030.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,UP,7,210,2025-02-04,,,
295.0,-0.04,0.13,-2.13,7.87,IRON CONDOR,02/04/2025,14:15:40,OTM,OTM,295.0,SPX,6030/6025-6040/6045,6036.72,0.08,"[6040.0, 6030.0]","[5950.0, 6030.0]","[6030.0, 6000.0]",UP,UP,2,215,2025-02-04,,,
300.0,-0.04,0.13,-2.13,7.87,IRON CONDOR,02/04/2025,14:25:48,OTM,OTM,300.0,SPX,6030/6025-6040/6045,6038.12,0.08,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,219,2025-02-04,,,
360.0,-0.04,0.05,-2.13,2.87,IRON CONDOR,02/04/2025,14:30:46,OTM,OTM,360.0,SPX,6035/6030-6040/6045,6039.92,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,219,2025-02-04,,,
275.0,-0.12,0.05,-7.13,2.87,IRON CONDOR,02/04/2025,14:35:40,OTM,OTM,275.0,SPX,6035/6030-6045/6050,6041.14,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,215,2025-02-04,,,
272.0,-0.12,0.05,-7.13,2.87,IRON CONDOR,02/04/2025,14:40:44,OTM,OTM,272.0,SPX,6035/6030-6045/6050,6041.0,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,216,2025-02-04,,,
350.0,-0.04,0.05,-2.13,2.87,IRON CONDOR,02/04/2025,14:45:48,OTM,OTM,350.0,SPX,6035/6030-6040/6045,6040.35,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,220,2025-02-04,,,
340.0,-0.04,0.05,-2.13,2.87,IRON CONDOR,02/04/2025,14:50:39,OTM,OTM,340.0,SPX,6035/6030-6040/6045,6037.45,0.09,"[6040.0, 6030.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,225,2025-02-04,,,
340.0,-0.04,0.05,-2.13,2.87,IRON CONDOR,02/04/2025,14:55:43,OTM,OTM,340.0,SPX,6035/6030-6040/6045,6038.41,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,2,228,2025-02-04,,,
307.0,0.05,0.21,2.87,12.87,IRON CONDOR,02/04/2025,15:00:47,ITM P,OTM,20.0,SPX,6025/6020-6035/6040,6033.43,0.09,"[6030.0, 6040.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,1,233,2025-02-04,,,
345.0,0.05,0.13,2.87,7.87,IRON CONDOR,02/04/2025,15:05:39,ITM P,OTM,58.0,SPX,6030/6025-6035/6040,6034.2,0.09,"[6040.0, 6030.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,1,236,2025-02-04,,,
418.0,0.05,0.05,2.87,2.87,IRON CONDOR,02/04/2025,15:10:43,ITM P,OTM,131.0,SPX,6035/6030-6035/6040,6037.65,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,1,235,2025-02-04,,,
412.0,0.05,0.05,2.87,2.87,IRON CONDOR,02/04/2025,15:15:49,ITM P,OTM,125.0,SPX,6035/6030-6035/6040,6038.32,0.09,"[6040.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,1,235,2025-02-04,,,
403.0,0.05,0.05,2.87,2.87,IRON CONDOR,02/04/2025,15:20:41,ITM P,OTM,116.0,SPX,6035/6030-6035/6040,6033.94,0.09,"[6030.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,1,235,2025-02-04,,,
497.0,0.13,0.05,7.87,2.87,IRON CONDOR,02/04/2025,15:25:44,ITM,OTM,-3.0,SPX,6035/6030-6030/6035,6032.52,0.09,"[6030.0, 6035.0]","[5950.0, 6030.0]","[6040.0, 6030.0]",UP,UP,1,224,2025-02-04,,,
180.0,0.44,1.53,26.48,91.48,IRON CONDOR,02/05/2025,10:05:43,ITM,OTM,-320.0,SPX,5970/5965-6035/6040,6011.71,-0.01,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,75,37,2025-02-05,,,
172.0,0.36,1.45,21.48,86.48,IRON CONDOR,02/05/2025,10:10:44,ITM,OTM,-328.0,SPX,5975/5970-6040/6045,6016.02,-0.01,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,95,37,2025-02-05,,,
188.0,0.36,1.36,21.48,81.48,IRON CONDOR,02/05/2025,10:15:46,ITM,OTM,-312.0,SPX,5980/5975-6040/6045,6019.53,-0.02,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,115,37,2025-02-05,,,
175.0,0.36,1.36,21.48,81.48,IRON CONDOR,02/05/2025,10:20:49,ITM,OTM,-325.0,SPX,5980/5975-6040/6045,6017.78,-0.02,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,135,37,2025-02-05,,,
170.0,0.27,1.19,16.48,71.48,IRON CONDOR,02/05/2025,10:25:39,ITM,OTM,-330.0,SPX,5990/5985-6045/6050,6024.0,-0.03,"[6000.0, 6055.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,152,40,2025-02-05,,,
172.0,0.27,1.19,16.48,71.48,IRON CONDOR,02/05/2025,10:30:41,ITM,OTM,-328.0,SPX,5990/5985-6045/6050,6024.41,-0.03,"[6000.0, 6055.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,157,51,2025-02-05,,,
170.0,0.27,1.19,16.48,71.48,IRON CONDOR,02/05/2025,10:35:44,ITM,OTM,-330.0,SPX,5990/5985-6045/6050,6024.91,-0.03,"[6000.0, 6055.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,168,59,2025-02-05,,,
180.0,0.27,1.11,16.48,66.48,IRON CONDOR,02/05/2025,10:40:45,ITM,OTM,-320.0,SPX,5995/5990-6045/6050,6028.52,-0.02,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,168,59,2025-02-05,,,
175.0,0.27,1.11,16.48,66.48,IRON CONDOR,02/05/2025,10:45:47,ITM,OTM,-325.0,SPX,5995/5990-6045/6050,6027.88,-0.02,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,169,66,2025-02-05,,,
183.0,0.36,1.19,21.48,71.48,IRON CONDOR,02/05/2025,10:50:50,ITM,OTM,-317.0,SPX,5990/5985-6040/6045,6023.05,-0.02,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,165,70,2025-02-05,,,
190.0,0.27,1.02,16.48,61.48,IRON CONDOR,02/05/2025,10:55:40,ITM,OTM,-310.0,SPX,6000/5995-6045/6050,6028.33,-0.03,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,152,78,2025-02-05,,,
200.0,0.36,1.11,21.48,66.48,IRON CONDOR,02/05/2025,11:00:44,ITM,OTM,-300.0,SPX,5995/5990-6040/6045,6025.66,-0.03,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,142,88,2025-02-05,,,
213.0,0.36,1.02,21.48,61.48,IRON CONDOR,02/05/2025,11:05:48,ITM,OTM,-287.0,SPX,6000/5995-6040/6045,6027.2,-0.03,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,134,100,2025-02-05,,,
192.0,0.27,0.94,16.48,56.48,IRON CONDOR,02/05/2025,11:10:38,ITM,OTM,-308.0,SPX,6005/6000-6045/6050,6032.66,-0.03,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,119,115,2025-02-05,,,
195.0,0.27,0.94,16.48,56.48,IRON CONDOR,02/05/2025,11:15:42,ITM,OTM,-305.0,SPX,6005/6000-6045/6050,6030.4,-0.03,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,103,130,2025-02-05,,,
180.0,0.36,1.11,21.48,66.48,IRON CONDOR,02/05/2025,11:20:47,ITM,OTM,-320.0,SPX,5995/5990-6040/6045,6023.74,-0.03,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,88,139,2025-02-05,,,
215.0,0.44,1.11,26.48,66.48,IRON CONDOR,02/05/2025,11:25:49,ITM,OTM,-285.0,SPX,5995/5990-6035/6040,6023.39,-0.03,"[6000.0, 5995.0]","[6000.0, 5900.0]","[6050.0, 6030.0]",DOWN,FLAT,95,136,2025-02-05,,,
208.0,0.27,0.86,16.48,51.48,IRON CONDOR,02/05/2025,11:30:39,ITM,OTM,-292.0,SPX,6010/6005-6045/6050,6031.31,-0.03,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6030.0, 6050.0]",DOWN,FLAT,97,135,2025-02-05,,,
210.0,0.27,0.86,16.48,51.48,IRON CONDOR,02/05/2025,11:35:42,ITM,OTM,-290.0,SPX,6010/6005-6045/6050,6034.59,-0.02,"[6000.0, 6055.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,86,144,2025-02-05,,,
222.0,0.27,0.77,16.48,46.48,IRON CONDOR,02/05/2025,11:40:44,ITM,OTM,-278.0,SPX,6015/6010-6045/6050,6035.65,-0.02,"[6055.0, 6000.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,81,146,2025-02-05,,,
227.0,0.27,0.77,16.48,46.48,IRON CONDOR,02/05/2025,11:45:46,ITM,OTM,-273.0,SPX,6015/6010-6045/6050,6038.41,-0.02,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,76,151,2025-02-05,,,
225.0,0.19,0.69,11.48,41.48,IRON CONDOR,02/05/2025,11:50:47,ITM,OTM,-275.0,SPX,6020/6015-6050/6055,6042.89,-0.01,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",DOWN,FLAT,69,156,2025-02-05,,,
188.0,0.02,0.52,1.48,31.48,IRON CONDOR,02/05/2025,11:55:40,ITM P,OTM,40.0,SPX,6030/6025-6060/6065,6047.45,0.0,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,FLAT,60,166,2025-02-05,,,
190.0,0.02,0.52,1.48,31.48,IRON CONDOR,02/05/2025,12:00:46,ITM P,OTM,42.0,SPX,6030/6025-6060/6065,6048.67,0.01,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,FLAT,52,170,2025-02-05,,,
185.0,0.02,0.52,1.48,31.48,IRON CONDOR,02/05/2025,12:05:50,ITM P,OTM,37.0,SPX,6030/6025-6060/6065,6049.14,0.02,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,FLAT,44,178,2025-02-05,,,
217.0,0.02,0.44,1.48,26.48,IRON CONDOR,02/05/2025,12:10:23,ITM P,OTM,69.0,SPX,6035/6030-6060/6065,6050.4,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,FLAT,40,183,2025-02-05,,,
178.0,0.02,0.52,1.48,31.48,IRON CONDOR,02/05/2025,12:15:49,ITM P,OTM,30.0,SPX,6030/6025-6060/6065,6047.83,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,FLAT,36,191,2025-02-05,,,
212.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,12:20:40,ITM,OTM,-288.0,SPX,6030/6025-6055/6060,6045.63,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,FLAT,27,202,2025-02-05,,,
212.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,12:25:43,ITM,OTM,-288.0,SPX,6030/6025-6055/6060,6046.37,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,3,222,2025-02-05,,,
197.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,12:30:46,ITM,OTM,-303.0,SPX,6030/6025-6055/6060,6045.03,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,228,2025-02-05,,,
197.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,12:35:40,ITM,OTM,-303.0,SPX,6030/6025-6055/6060,6045.17,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,235,2025-02-05,,,
193.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,12:40:45,ITM,OTM,-307.0,SPX,6030/6025-6055/6060,6044.65,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,238,2025-02-05,,,
200.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,12:45:49,ITM,OTM,-300.0,SPX,6030/6025-6055/6060,6046.45,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,235,2025-02-05,,,
222.0,0.11,0.44,6.48,26.48,IRON CONDOR,02/05/2025,12:50:42,ITM,OTM,-278.0,SPX,6035/6030-6055/6060,6047.38,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,236,2025-02-05,,,
222.0,0.11,0.44,6.48,26.48,IRON CONDOR,02/05/2025,12:55:45,ITM,OTM,-278.0,SPX,6035/6030-6055/6060,6046.9,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,236,2025-02-05,,,
215.0,0.11,0.44,6.48,26.48,IRON CONDOR,02/05/2025,13:00:50,ITM,OTM,-285.0,SPX,6035/6030-6055/6060,6046.6,0.03,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,240,2025-02-05,,,
215.0,0.11,0.44,6.48,26.48,IRON CONDOR,02/05/2025,13:05:44,ITM,OTM,-285.0,SPX,6035/6030-6055/6060,6048.31,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,236,2025-02-05,,,
180.0,0.11,0.52,6.48,31.48,IRON CONDOR,02/05/2025,13:10:50,ITM,OTM,-320.0,SPX,6030/6025-6055/6060,6044.88,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,240,2025-02-05,,,
213.0,0.11,0.44,6.48,26.48,IRON CONDOR,02/05/2025,13:15:41,ITM,OTM,-287.0,SPX,6035/6030-6055/6060,6047.11,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,236,2025-02-05,,,
202.0,0.11,0.44,6.48,26.48,IRON CONDOR,02/05/2025,13:20:46,ITM,OTM,-298.0,SPX,6035/6030-6055/6060,6047.1,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,236,2025-02-05,,,
265.0,0.19,0.44,11.48,26.48,IRON CONDOR,02/05/2025,13:25:49,ITM,OTM,-235.0,SPX,6035/6030-6050/6055,6045.48,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,240,2025-02-05,,,
255.0,0.19,0.44,11.48,26.48,IRON CONDOR,02/05/2025,13:30:50,ITM,OTM,-245.0,SPX,6035/6030-6050/6055,6045.62,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,240,2025-02-05,,,
305.0,0.19,0.36,11.48,21.48,IRON CONDOR,02/05/2025,13:35:42,ITM,OTM,-195.0,SPX,6040/6035-6050/6055,6048.0,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6030.0]",UP,UP,0,236,2025-02-05,,,
308.0,0.11,0.27,6.48,16.48,IRON CONDOR,02/05/2025,13:40:44,ITM,OTM,-192.0,SPX,6045/6040-6055/6060,6052.79,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
250.0,0.11,0.36,6.48,21.48,IRON CONDOR,02/05/2025,13:45:47,ITM,OTM,-250.0,SPX,6040/6035-6055/6060,6050.03,0.04,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,2025-02-05,,,
285.0,0.11,0.27,6.48,16.48,IRON CONDOR,02/05/2025,13:50:50,ITM,OTM,-215.0,SPX,6045/6040-6055/6060,6050.5,0.05,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
290.0,0.19,0.36,11.48,21.48,IRON CONDOR,02/05/2025,13:55:42,ITM,OTM,-210.0,SPX,6040/6035-6050/6055,6047.79,0.05,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
278.0,0.11,0.27,6.48,16.48,IRON CONDOR,02/05/2025,14:00:46,ITM,OTM,-222.0,SPX,6045/6040-6055/6060,6049.68,0.05,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,2025-02-05,,,
268.0,0.11,0.27,6.48,16.48,IRON CONDOR,02/05/2025,14:05:50,ITM,OTM,-232.0,SPX,6045/6040-6055/6060,6051.5,0.06,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
263.0,0.02,0.19,1.48,11.48,IRON CONDOR,02/05/2025,14:10:40,ITM P,OTM,115.0,SPX,6050/6045-6060/6065,6055.65,0.06,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,2025-02-05,,,
322.0,0.11,0.19,6.48,11.48,IRON CONDOR,02/05/2025,14:15:42,ITM,OTM,-178.0,SPX,6050/6045-6055/6060,6052.89,0.07,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,2025-02-05,,,
325.0,0.11,0.19,6.48,11.48,IRON CONDOR,02/05/2025,14:20:43,ITM,OTM,-175.0,SPX,6050/6045-6055/6060,6053.75,0.07,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
322.0,0.11,0.19,6.48,11.48,IRON CONDOR,02/05/2025,14:25:46,ITM,OTM,-178.0,SPX,6050/6045-6055/6060,6053.52,0.07,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,236,2025-02-05,,,
312.0,0.11,0.19,6.48,11.48,IRON CONDOR,02/05/2025,14:30:49,ITM,OTM,-188.0,SPX,6050/6045-6055/6060,6052.73,0.08,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
400.0,0.19,0.19,11.48,11.48,IRON CONDOR,02/05/2025,14:35:40,ITM,OTM,-100.0,SPX,6050/6045-6050/6055,6051.04,0.08,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
395.0,0.11,0.11,6.48,6.48,IRON CONDOR,02/05/2025,14:40:44,ITM,OTM,-105.0,SPX,6055/6050-6055/6060,6052.86,0.08,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
398.0,0.19,0.19,11.48,11.48,IRON CONDOR,02/05/2025,14:45:47,ITM,OTM,-102.0,SPX,6050/6045-6050/6055,6050.19,0.08,"[6055.0, 6060.0]","[6000.0, 6100.0]","[6050.0, 6060.0]",UP,UP,0,240,2025-02-05,,,
