file,symbol_dir,slot,long_total,long_count,long_win_rate,long_avg_win,long_avg_loss,long_expectancy,long_profit_factor,long_max_dd,long_max_losing_streak,long_dd_profit_ratio,med_total,med_count,med_win_rate,med_avg_win,med_avg_loss,med_expectancy,med_profit_factor,med_max_dd,med_max_losing_streak,med_dd_profit_ratio,short_total,short_count,short_win_rate,short_avg_win,short_avg_loss,short_expectancy,short_profit_factor,short_max_dd,short_max_losing_streak,short_dd_profit_ratio,month_pos,month_neg,month_zero,month_pos_ratio,weekday_exp_std,weekday_exp_min,weekday_exp_max,med_vs_long_expectancy_delta,short_vs_med_expectancy_delta,score_raw,robust_score,label,action
agresivo_iron_condor_rut_data.csv,rut,15:25,16110.2,272,0.5551470588235294,156.29999999999998,-66.88482142857143,59.22867647058824,3.150578686708227,805.2999999999998,7,0.049986964780077206,3153.0,60,0.5666666666666667,141.52941176470588,-66.36,52.55,2.9005424954792045,400.0,5,0.12686330478908975,360.0,20,0.55,128.8181818181818,-117.44444444444444,18.0,1.3405865657521288,400.0,5,1.1111111111111112,13,1,0,0.9285714285714286,19.117373264390594,33.06923076923077,81.58653846153847,-6.678676470588243,-34.55,0.8704615384615385,87.04615384615386,GREEN,WATCH
agresivo_iron_condor_rut_data.csv,rut,11:50,3980.6,276,0.6159420289855072,179.91176470588235,-250.98490566037736,14.422463768115941,1.1496218670595841,2054.2000000000003,7,0.5160528563533137,1390.0,60,0.6,187.80555555555554,-223.79166666666666,23.166666666666668,1.2587972444609943,1734.0,7,1.2474820143884893,1092.0,20,0.75,159.4,-259.8,54.6,1.8406466512702078,671.0,2,0.6144688644688645,10,4,0,0.7142857142857143,26.439286526111367,-19.922641509433966,43.93793103448276,8.744202898550727,31.433333333333334,0.8438461538461538,84.38461538461539,GREEN,FOLLOW
agresivo_iron_condor_rut_data.csv,rut,11:55,3608.2,275,0.6036363636363636,184.9277108433735,-248.53027522935778,13.120727272727272,1.1331940435145331,2742.3,6,0.7600188459619756,1334.0,60,0.6333333333333333,180.07894736842104,-250.4090909090909,22.233333333333334,1.2421492103830096,1428.0,5,1.0704647676161918,1179.0,20,0.75,165.53333333333333,-260.8,58.95,1.9041411042944785,664.0,2,0.5631891433418151,9,5,0,0.6428571428571429,24.392502812369848,-16.49811320754717,47.56964285714286,9.112606060606062,36.71666666666667,0.8194615384615386,81.94615384615386,GREEN,FOLLOW
agresivo_iron_condor_spx_data.csv,spx,11:10,7495.0,273,0.7619047619047619,137.85576923076923,-325.83076923076925,27.454212454212453,1.3538882855658907,1962.0,4,0.2617745163442295,3130.0,60,0.8,143.875,-314.6666666666667,52.166666666666664,1.8289194915254237,724.0,2,0.23130990415335465,1219.0,20,0.85,134.94117647058823,-358.3333333333333,60.95,2.133953488372093,380.0,1,0.3117309269893355,12,2,0,0.8571428571428571,26.063133488847317,-11.689655172413794,58.25454545454546,24.71245421245421,8.783333333333339,0.882,88.2,GREEN,FOLLOW
agresivo_iron_condor_spx_data.csv,spx,11:15,7098.0,273,0.7472527472527473,137.63725490196077,-304.05797101449275,26.0,1.3383222116301239,2247.0,4,0.3165680473372781,3921.0,60,0.8333333333333334,142.62,-321.0,65.35,2.221495327102804,668.0,2,0.17036470288191788,1206.0,20,0.85,135.23529411764707,-364.3333333333333,60.3,2.1033851784080513,380.0,1,0.3150912106135987,12,2,0,0.8571428571428571,23.561634515357625,-9.810344827586206,47.660377358490564,39.349999999999994,-5.049999999999997,0.8468461538461539,84.6846153846154,GREEN,WATCH
agresivo_iron_condor_spx_data.csv,spx,11:25,7245.0,273,0.7582417582417582,140.03381642512076,-329.42424242424244,26.53846153846154,1.33322601416613,2669.0,4,0.368391994478951,3733.0,60,0.8333333333333334,142.76,-340.5,62.21666666666667,2.0963289280469897,703.0,2,0.18832038574872756,1709.0,20,0.9,134.27777777777777,-354.0,85.45,3.4138418079096047,383.0,1,0.22410766530134582,12,2,0,0.8571428571428571,28.892664234203938,-10.172413793103448,56.41818181818182,35.67820512820513,23.233333333333334,0.8398461538461538,83.98461538461538,GREEN,FOLLOW
agresivo_iron_condor_xsp_data.csv,xsp,12:00,2101.5,274,0.6240875912408759,37.292397660818715,-43.186868686868685,7.66970802919708,1.4915214594784236,386.0,5,0.18367832500594813,815.0,60,0.6333333333333333,43.078947368421055,-41.1,13.583333333333334,1.991484184914842,255.0,5,0.3128834355828221,413.0,20,0.8,37.6875,-47.5,20.65,3.1736842105263157,126.0,2,0.3050847457627119,12,2,0,0.8571428571428571,3.3993619211843646,5.280701754385965,13.694444444444445,5.913625304136254,7.066666666666665,0.944923076923077,94.49230769230769,GREEN,FOLLOW
agresivo_iron_condor_xsp_data.csv,xsp,12:05,1977.5,274,0.6167883211678832,36.819526627218934,-41.213592233009706,7.217153284671533,1.4658421672555948,478.0,5,0.24171934260429837,733.0,60,0.6166666666666667,39.45945945945946,-33.04545454545455,12.216666666666667,2.0082530949105917,203.0,5,0.27694406548431105,418.0,20,0.8,36.875,-43.0,20.9,3.4302325581395348,109.0,2,0.2607655502392344,12,2,0,0.8571428571428571,4.418701350928668,-0.28846153846153844,10.39622641509434,4.999513381995134,8.683333333333332,0.8886923076923077,88.86923076923077,GREEN,FOLLOW
agresivo_iron_condor_xsp_data.csv,xsp,11:15,1747.5,273,0.6336996336996337,36.33236994219653,-45.38,6.4010989010989015,1.385081533715293,415.0,5,0.2374821173104435,1069.0,60,0.7666666666666667,37.630434782608695,-47.285714285714285,17.816666666666666,2.6148036253776437,92.0,2,0.08606173994387278,436.0,20,0.85,36.11764705882353,-59.333333333333336,21.8,3.449438202247191,66.0,1,0.15137614678899083,12,2,0,0.8571428571428571,7.1002892694229045,-0.22413793103448276,16.064814814814813,11.415567765567765,3.9833333333333343,0.8592307692307692,85.92307692307692,GREEN,FOLLOW
agresivo_vertical_rut_data.csv,rut,11:35,5605.0,276,0.6920289855072463,158.4240837696335,-290.0470588235294,20.307971014492754,1.2273464752170034,1849.2,3,0.32991971454058877,805.0,60,0.7,155.26190476190476,-317.55555555555554,13.416666666666666,1.1408327501749476,1635.0,3,2.031055900621118,456.0,20,0.75,138.26666666666668,-323.6,22.8,1.2818294190358468,700.0,2,1.5350877192982457,8,6,0,0.5714285714285714,14.841470666268544,0.1509433962264151,32.89807692307692,-6.891304347826088,9.383333333333335,0.9212307692307693,92.12307692307692,GREEN,FOLLOW
